S1_Temp,S2_Temp,S3_Temp,S4_Temp,S1_Light,S2_Light,S3_Light,S4_Light,S1_Sound,S2_Sound,S3_Sound,S4_Sound,S5_CO2,S5_CO2_Slope,S6_PIR,S7_PIR,Temp_avg,Sound_avg,Light_total,PIR_total,CO2_Excess,Human_Activity_Index,Is_Weekend,Is_Business_Hour,Hour_sin,Hour_cos,Minute_sin,Minute_cos,DayOfWeek_sin,DayOfWeek_cos,Is_CO2_Increasing,Room_Occupancy_Count
-1.5290250093985311,-1.3439953236025264,-1.2786240167475889,-1.5200668395217662,1.5481668276345337,0.011398221720818454,0.12688678833535083,1.0588902542776908,-0.3220371793647057,0.18851444093359337,-0.2712488650480425,-0.3352392034490564,-0.4381988062578725,0.6048563039668301,-0.3403685930861604,-0.3043559633134185,-1.5106258537804054,-0.22441925001777474,0.6211435450600556,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.9135454576426011,0.40673664307579976,-0.433883739117558,-0.9009688679024191,1.0,1
-1.5290250093985311,-1.3439953236025264,-1.2786240167475889,-1.3357220149230171,1.5481668276345337,-0.0020665331165223106,0.12688678833535083,1.0588902542776908,2.0397112108339717,-0.2879129643349425,-0.2712488650480425,-0.3352392034490564,-0.4381988062578725,0.508765176454498,-0.3403685930861604,-0.3043559633134185,-1.474486759795137,0.4416801537875773,0.6159362093903767,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.3439953236025264,-1.414847028077609,-1.3357220149230171,1.5481668276345337,0.011398221720818454,0.12688678833535083,1.0588902542776908,0.6504474518935731,-0.08372979064842714,-0.22982080936937024,-0.3352392034490564,-0.4381988062578725,0.4096712010854149,-0.3403685930861604,-0.3043559633134185,-1.474486759795137,0.04764952055060839,0.6211435450600556,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.3439953236025264,-1.2786240167475889,-1.3357220149230171,1.5481668276345337,0.011398221720818454,0.12688678833535083,1.0588902542776908,0.5948769015359572,-0.11776031959617969,-0.18839275369069797,-0.12463653485983003,-0.4381988062578725,0.30757437785958064,-0.3403685930861604,-0.3043559633134185,-1.4383476658098684,0.06641288403808311,0.6211435450600556,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.8090169943749476,0.5877852522924729,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.3439953236025264,-1.2786240167475889,-1.3357220149230171,1.5481668276345337,0.011398221720818454,0.14239060512512816,1.0588902542776908,-0.04418442757662608,-0.25388243538718996,-0.2712488650480425,-0.3352392034490564,-0.4381988062578725,0.20247470755773572,-0.3403685930861604,-0.3043559633134185,-1.4383476658098684,-0.2525642952489868,0.6263508807297344,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.8090169943749476,0.5877852522924729,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.251979167444252,-1.2786240167475889,-1.3357220149230171,1.5481668276345337,0.011398221720818454,0.14239060512512816,1.0588902542776908,-0.18311080347066588,-0.25388243538718996,-0.2712488650480425,-0.2650383139193142,-0.4381988062578725,0.1334092091946824,-0.3403685930861604,-0.3043559633134185,-1.4022085718246,-0.29009102222393623,0.6263508807297344,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.743144825477394,0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.3439953236025264,-1.2786240167475889,-1.3357220149230171,1.5304354018586677,0.011398221720818454,0.14239060512512816,1.0588902542776908,3.317833869059138,0.6309113172543768,0.4951701650073942,-0.3352392034490564,-0.4381988062578725,0.06434371161236951,2.937991402005947,-0.3043559633134185,-1.4383476658098684,1.4736651455986862,0.6211435450600556,1.594009251974468,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.743144825477394,0.6691306063588585,-0.433883739117558,-0.9009688679024191,1.0,1
-1.369122104076292,-1.251979167444252,-1.2786240167475889,-1.3357220149230171,1.5481668276345337,0.011398221720818454,0.14239060512512816,1.1050501311221834,-0.2942519041858978,-0.25388243538718996,-0.20910678153003412,-0.40544009297879846,-0.4381988062578725,-0.004721786750683816,-0.3403685930861604,-0.3043559633134185,-1.4022085718246,-0.3182360674551483,0.6315582163994132,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.6691306063588581,0.7431448254773942,-0.433883739117558,-0.9009688679024191,0.0,1
-1.369122104076292,-1.251979167444252,-1.2786240167475889,-1.1513771903242789,1.5658982534104,0.02486297655815922,0.17339823870468285,1.197369884811169,-0.2942519041858978,-0.2879129643349425,-0.2712488650480425,0.1561670232591385,-0.4381988062578725,-0.07378728433299672,-0.3403685930861604,-0.3043559633134185,-1.3660694778393316,-0.28070934048019885,0.6628022304174863,-0.37051292939670794,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.6691306063588581,0.7431448254773942,-0.433883739117558,-0.9009688679024191,0.0,1
-1.369122104076292,-1.251979167444252,-1.2786240167475889,-1.1513771903242789,1.1935383121172116,0.011398221720818454,0.1889020554944602,1.197369884811169,10.12522628786709,1.7198882435824587,0.5987403042040748,1.9813901510324337,-0.4381988062578725,-0.14285278191530965,2.937991402005947,3.2856264392303816,-1.3660694778393316,4.428894894875951,0.5534481813542308,3.558531433345644,-0.5487084174978013,-0.2943522278828447,0.0,1.0,0.49999999999999994,-0.8660254037844387,-0.5877852522924734,0.8090169943749473,-0.433883739117558,-0.9009688679024191,0.0,1
